5, 0, 30, 12, 16, 14, 12, 0, 9, 2;
0, 47, 8, 3, 20, 0, 1, 2, 1, 18;
1, 1, 11, 13, 32, 2, 1, 17, 20, 2;
0, 3, 12, 11, 44, 6, 0, 6, 9, 9;
0, 3, 1, 13, 24, 2, 2, 13, 32, 10;
0, 0, 17, 4, 31, 7, 2, 2, 16, 21;
2, 5, 6, 18, 35, 3, 15, 0, 16, 0;
0, 2, 8, 10, 44, 1, 0, 13, 9, 13;
0, 1, 15, 7, 34, 5, 4, 9, 8, 17;
0, 0, 2, 3, 27, 11, 0, 15, 18, 24
